primary_label,secondary_labels,filename,version,label,fold
bubwar2,[],bubwar2/XC300544 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,4
bubwar2,[],bubwar2/XC397809 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,4
bubwar2,[],bubwar2/XC398907 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,4
bubwar2,[],bubwar2/XC451772 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,5
bubwar2,[],bubwar2/XC510321 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,1
bubwar2,[],bubwar2/XC510323 - Buff-bellied Warbler - Phyllolais pulchella.mp3,new,57,3
ccbeat1,[],ccbeat1/XC430144 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,2
ccbeat1,[],ccbeat1/XC430145 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,1
ccbeat1,[],ccbeat1/XC430146 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,2
ccbeat1,[],ccbeat1/XC430147 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,3
ccbeat1,[],ccbeat1/XC449603 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,5
ccbeat1,[],ccbeat1/XC510252 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,4
ccbeat1,[],ccbeat1/XC94931 - Cinnamon-chested Bee-eater - Merops oreobates.mp3,new,63,1
ccbeat1,[],ccbeat1/XC98681 - Cinnamon-chested Bee-eater - Merops oreobates oreobates.mp3,new,63,4
chespa1,[],chespa1/XC305858 - Chestnut Sparrow - Passer eminibey.mp3,new,64,3
chespa1,[],chespa1/XC449613 - Chestnut Sparrow - Passer eminibey.mp3,new,64,1
chespa1,[],chespa1/XC510295 - Chestnut Sparrow - Passer eminibey.mp3,new,64,4
chespa1,[],chespa1/XC510296 - Chestnut Sparrow - Passer eminibey.mp3,new,64,4
chespa1,[],chespa1/XC635368 - Chestnut Sparrow - Passer eminibey.mp3,new,64,2
chewea1,[],chewea1/XC326626 - Chestnut Weaver - Ploceus rubiginosus.mp3,new,65,2
chewea1,[],chewea1/XC510348 - Chestnut Weaver - Ploceus rubiginosus.mp3,new,65,4
chewea1,[],chewea1/XC510350 - Chestnut Weaver - Ploceus rubiginosus.mp3,new,65,5
chewea1,[],chewea1/XC510351 - Chestnut Weaver - Ploceus rubiginosus.mp3,new,65,3
crefra2,[],crefra2/XC113618 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC129683 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC131663 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC185643 - Crested Francolin - Ortygornis sephaena rovuma.mp3,new,75,5
crefra2,[],crefra2/XC196087 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC209369 - Crested Francolin - Ortygornis sephaena zambesiae.mp3,new,75,3
crefra2,[],crefra2/XC210091 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC210092 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC210299 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC210300 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC237750 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC280240 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC280241 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC280242 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC280243 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC280244 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC300240 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC300241 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC300242 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC304235 - Crested Francolin - Ortygornis sephaena rovuma.mp3,new,75,3
crefra2,[],crefra2/XC305932 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC305933 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC307197 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC349208 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC370075 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC373663 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC373983 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC39398 - Crested Francolin - Ortygornis sephaena grantii.mp3,new,75,5
crefra2,[],crefra2/XC418733 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC429642 - Crested Francolin - Ortygornis sephaena grantii.mp3,new,75,2
crefra2,[],crefra2/XC434437 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC439377 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC453768 - Crested Francolin - Ortygornis sephaena.mp3,new,75,3
crefra2,[],crefra2/XC462084 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC473975 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC48355 - Crested Francolin - Ortygornis sephaena.mp3,new,75,2
crefra2,[],crefra2/XC510130 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC510131 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC510132 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
crefra2,[],crefra2/XC516136 - Crested Francolin - Ortygornis sephaena sephaena.mp3,new,75,3
crefra2,[],crefra2/XC528541 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC530056 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC537452 - Crested Francolin - Ortygornis sephaena grantii.mp3,new,75,2
crefra2,[],crefra2/XC596329 - Crested Francolin - Ortygornis sephaena.mp3,new,75,4
crefra2,[],crefra2/XC61607 - Crested Francolin - Ortygornis sephaena sephaena.mp3,new,75,5
crefra2,[],crefra2/XC93917 - Crested Francolin - Ortygornis sephaena.mp3,new,75,5
crefra2,[],crefra2/XC94705 - Crested Francolin - Ortygornis sephaena.mp3,new,75,1
darbar1,[],darbar1/475_485.mp3,new,78,5
darter3,[],darter3/XC53995 - African Darter - Anhinga rufa.mp3,new,79,4
darter3,[],darter3/XC615903 - African Darter - Anhinga rufa rufa.mp3,new,79,2
darter3,[],darter3/XC615905 - African Darter - Anhinga rufa rufa.mp3,new,79,3
dotbar1,[],dotbar1/XC300438 - Double-toothed Barbet - Lybius bidentatus.mp3,new,81,5
dotbar1,[],dotbar1/XC300439 - Double-toothed Barbet - Lybius bidentatus.mp3,new,81,3
dotbar1,[],dotbar1/XC433610 - Double-toothed Barbet - Lybius bidentatus.mp3,new,81,1
dotbar1,[],dotbar1/XC455535 - Double-toothed Barbet - Lybius bidentatus aequatorialis.mp3,new,81,2
dutdov1,[],dutdov1/XC196107 - Dusky Turtle Dove - Streptopelia lugens.mp3,new,82,2
dutdov1,[],dutdov1/XC276761 - Dusky Turtle Dove - Streptopelia lugens.mp3,new,82,2
dutdov1,[],dutdov1/XC300707 - Dusky Turtle Dove - Streptopelia lugens.mp3,new,82,5
dutdov1,[],dutdov1/XC410332 - Dusky Turtle Dove - Streptopelia lugens.mp3,new,82,3
dutdov1,[],dutdov1/XC537903 - Dusky Turtle Dove - Streptopelia lugens.mp3,new,82,1
easmog1,[],easmog1/XC739416 - Olive-breasted Greenbul - Arizelocichla kikuyuensis.mp3,new,83,3
easmog1,[],easmog1/XC785108 - Olive-breasted Greenbul - Arizelocichla kikuyuensis.wav,new,83,1
equaka1,[],equaka1/XC452027 - Equatorial Akalat - Sheppardia aequatorialis aequatorialis.mp3,new,87,1
equaka1,[],equaka1/XC452028 - Equatorial Akalat - Sheppardia aequatorialis aequatorialis.mp3,new,87,2
equaka1,[],equaka1/XC739998 - Equatorial Akalat - Sheppardia aequatorialis.mp3,new,87,5
equaka1,[],equaka1/XC740000 - Equatorial Akalat - Sheppardia aequatorialis.mp3,new,87,1
fislov1,[],fislov1/XC107059 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,2
fislov1,[],fislov1/XC429937 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,1
fislov1,[],fislov1/XC429938 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,4
fislov1,[],fislov1/XC429941 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,5
fislov1,[],fislov1/XC62922 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,2
fislov1,[],fislov1/XC67449 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,5
fislov1,[],fislov1/XC773364 - Fischer's Lovebird - Agapornis fischeri.wav,new,92,3
fislov1,[],fislov1/XC798772 - Fischer's Lovebird - Agapornis fischeri.mp3,new,92,1
gnhsun1,[],gnhsun1/XC101171 - Green-headed Sunbird - Cyanomitra verticalis.mp3,new,98,4
gnhsun1,[],gnhsun1/XC110345 - Green-headed Sunbird - Cyanomitra verticalis bohndorffi.mp3,new,98,5
gnhsun1,[],gnhsun1/XC311909 - Green-headed Sunbird - Cyanomitra verticalis viridisplendens.mp3,new,98,2
gnhsun1,[],gnhsun1/XC451954 - Green-headed Sunbird - Cyanomitra verticalis viridisplendens.mp3,new,98,1
gnhsun1,[],gnhsun1/XC62734 - Green-headed Sunbird - Cyanomitra verticalis.mp3,new,98,4
gnhsun1,[],gnhsun1/XC702996 - Green-headed Sunbird - Cyanomitra verticalis.mp3,new,98,1
gnhsun1,[],gnhsun1/XC739636 - Green-headed Sunbird - Cyanomitra verticalis.mp3,new,98,3
gnhsun1,[],gnhsun1/XC774979 - Green-headed Sunbird - Cyanomitra verticalis viridisplendens.wav,new,98,4
gnhsun1,[],gnhsun1/XC791505 - Green-headed Sunbird - Cyanomitra verticalis.mp3,new,98,3
gobsta5,[],gobsta5/XC794886 - Golden-breasted Starling - Lamprotornis regius.mp3,new,100,1
gobwea1,[],gobwea1/XC33815 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,2
gobwea1,[],gobwea1/XC430203 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,1
gobwea1,[],gobwea1/XC449634 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,4
gobwea1,[],gobwea1/XC469202 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,3
gobwea1,[],gobwea1/XC510339 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,4
gobwea1,[],gobwea1/XC510340 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,3
gobwea1,[],gobwea1/XC764723 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,5
gobwea1,[],gobwea1/XC787554 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,1
gobwea1,[],gobwea1/XC93951 - Golden-backed Weaver - Ploceus jacksoni.mp3,new,101,2
golher1,[],golher1/golher_1_1.mp3,new,102,2
golher1,[],golher1/golher_1_2.mp3,new,102,4
golher1,[],golher1/golher_1_3.mp3,new,102,5
golher1,[],golher1/golher_1_4.mp3,new,102,1
grccra1,[],grccra1/XC251841 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,3
grccra1,[],grccra1/XC279856 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,1
grccra1,[],grccra1/XC292786 - Grey Crowned Crane - Balearica regulorum regulorum.mp3,new,104,5
grccra1,[],grccra1/XC490796 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,4
grccra1,[],grccra1/XC509906 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,1
grccra1,[],grccra1/XC517503 - Grey Crowned Crane - Balearica regulorum regulorum.mp3,new,104,2
grccra1,[],grccra1/XC62293 - Grey Crowned Crane - Balearica regulorum regulorum.mp3,new,104,3
grccra1,[],grccra1/XC67440 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,3
grccra1,[],grccra1/XC724083 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,3
grccra1,[],grccra1/XC739420 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,4
grccra1,[],grccra1/XC739421 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,5
grccra1,[],grccra1/XC739422 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,4
grccra1,[],grccra1/XC739423 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,5
grccra1,[],grccra1/XC739424 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,2
grccra1,[],grccra1/XC96575 - Grey Crowned Crane - Balearica regulorum.mp3,new,104,3
gybfis1,[],gybfis1/XC300414 - Grey-backed Fiscal - Lanius excubitoroides.mp3,new,111,5
gybfis1,[],gybfis1/XC36290 - Grey-backed Fiscal - Lanius excubitoroides excubitoroides.mp3,new,111,5
gybfis1,[],gybfis1/XC64978 - Grey-backed Fiscal - Lanius excubitoroides excubitoroides.mp3,new,111,3
gybfis1,[],gybfis1/XC739772 - Grey-backed Fiscal - Lanius excubitoroides.mp3,new,111,1
gybfis1,[],gybfis1/XC739773 - Grey-backed Fiscal - Lanius excubitoroides.mp3,new,111,2
gybfis1,[],gybfis1/XC772440 - Grey-backed Fiscal - Lanius excubitoroides.mp3,new,111,2
gytbar1,[],gytbar1/XC451782 - Grey-throated Barbet - Gymnobucco bonapartei cinereiceps.mp3,new,117,2
